,animal_project_code,scientific_name,acoustic_tag_id,capture_date_time,capture_location,capture_latitude,capture_longitude,capture_method,release_date_time,release_location,release_latitude,release_longitude,length1_type,length1,length1_unit,length2_type,length2,length2_unit,length3_type,length3,length3_unit,length4_type,length4,length4_unit,weight,weight_unit,age,age_unit,sex,life_stage,treatment_type
1,2004_Gudena,Anguilla anguilla,A69-1008-101,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,10/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,72,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,g,NA,NA,female,silver,NA
2,2004_Gudena,Anguilla anguilla,A69-1008-102,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,10/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,64,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,g,NA,NA,female,silver,NA
3,2004_Gudena,Anguilla anguilla,A69-1008-74,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,10/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,74,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,g,NA,NA,female,silver,NA
4,2004_Gudena,Anguilla anguilla,A69-1008-75,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,10/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,75,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,g,NA,NA,female,silver,NA
5,2004_Gudena,Anguilla anguilla,A69-1008-76,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,10/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,86,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037,g,NA,NA,female,silver,NA
6,2004_Gudena,Anguilla anguilla,A69-1008-77,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,10/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,87,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1246,g,NA,NA,female,silver,NA
7,2004_Gudena,Anguilla anguilla,A69-1008-78,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,10/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,81,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,965,g,NA,NA,female,silver,NA
8,2004_Gudena,Anguilla anguilla,A69-1008-79,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,10/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,83,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,990,g,NA,NA,female,silver,NA
9,2004_Gudena,Anguilla anguilla,A69-1008-80,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,10/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,75,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,g,NA,NA,female,silver,NA
10,2004_Gudena,Anguilla anguilla,A69-1008-81,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,10/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,70,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,g,NA,NA,female,silver,NA
11,2004_Gudena,Anguilla anguilla,A69-1008-103,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,18/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,71,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,677,g,NA,NA,female,silver,NA
12,2004_Gudena,Anguilla anguilla,A69-1008-104,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,18/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,76,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,g,NA,NA,female,silver,NA
13,2004_Gudena,Anguilla anguilla,A69-1008-105,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,18/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,90,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060,g,NA,NA,female,silver,NA
14,2004_Gudena,Anguilla anguilla,A69-1008-106,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,18/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,86,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,960,g,NA,NA,female,silver,NA
15,2004_Gudena,Anguilla anguilla,A69-1008-107,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,18/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,74,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,g,NA,NA,female,silver,NA
16,2004_Gudena,Anguilla anguilla,A69-1008-108,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,18/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,77,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,715,g,NA,NA,female,silver,NA
17,2004_Gudena,Anguilla anguilla,A69-1008-109,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,18/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,69,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,g,NA,NA,female,silver,NA
18,2004_Gudena,Anguilla anguilla,A69-1008-110,10/05/2004 0:00,Lojstrup Mill fish farm,56.364919,9.900337,Wolf trap,18/05/2004 12:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,72,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,695,g,NA,NA,female,silver,NA
19,2004_Gudena,Anguilla anguilla,A69-1008-180,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,60,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,g,NA,NA,female,silver,NA
20,2004_Gudena,Anguilla anguilla,A69-1008-181,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,57,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,g,NA,NA,female,silver,NA
21,2004_Gudena,Anguilla anguilla,A69-1008-182,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,62,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,g,NA,NA,female,silver,NA
22,2004_Gudena,Anguilla anguilla,A69-1008-183,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,71,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,592,g,NA,NA,female,silver,NA
23,2004_Gudena,Anguilla anguilla,A69-1008-184,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,61.5,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,445,g,NA,NA,female,silver,NA
24,2004_Gudena,Anguilla anguilla,A69-1008-185,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,63,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,g,NA,NA,female,silver,NA
25,2004_Gudena,Anguilla anguilla,A69-1008-186,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,60,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,g,NA,NA,female,silver,NA
26,2004_Gudena,Anguilla anguilla,A69-1008-187,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,58,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,g,NA,NA,female,silver,NA
27,2004_Gudena,Anguilla anguilla,A69-1008-188,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,64.5,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,g,NA,NA,female,silver,NA
28,2004_Gudena,Anguilla anguilla,A69-1008-189,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,60,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,431,g,NA,NA,female,silver,NA
29,2004_Gudena,Anguilla anguilla,A69-1008-190,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,59.5,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,g,NA,NA,female,silver,NA
30,2004_Gudena,Anguilla anguilla,A69-1008-192,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,57,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,g,NA,NA,female,silver,NA
31,2004_Gudena,Anguilla anguilla,A69-1008-193,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,69,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,g,NA,NA,female,silver,NA
32,2004_Gudena,Anguilla anguilla,A69-1008-194,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,84,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1274,g,NA,NA,female,silver,NA
33,2004_Gudena,Anguilla anguilla,A69-1008-195,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,59,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,g,NA,NA,female,silver,NA
34,2004_Gudena,Anguilla anguilla,A69-1008-196,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,60,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,g,NA,NA,female,silver,NA
35,2004_Gudena,Anguilla anguilla,A69-1008-197,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,58,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,g,NA,NA,female,silver,NA
36,2004_Gudena,Anguilla anguilla,A69-1008-198,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,57,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,g,NA,NA,female,silver,NA
37,2004_Gudena,Anguilla anguilla,A69-1008-199,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,62,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,g,NA,NA,female,silver,NA
38,2004_Gudena,Anguilla anguilla,A69-1008-200,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,58.5,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,g,NA,NA,female,silver,NA
39,2004_Gudena,Anguilla anguilla,A69-1008-201,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,58.5,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,g,NA,NA,female,silver,NA
40,2004_Gudena,Anguilla anguilla,A69-1008-202,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,56,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,g,NA,NA,female,silver,NA
41,2004_Gudena,Anguilla anguilla,A69-1008-203,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,66,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,g,NA,NA,female,silver,NA
42,2004_Gudena,Anguilla anguilla,A69-1008-204,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,56.5,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,g,NA,NA,female,silver,NA
43,2004_Gudena,Anguilla anguilla,A69-1008-205,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,8/09/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,59,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,g,NA,NA,female,silver,NA
44,2004_Gudena,Anguilla anguilla,A69-1008-206,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,72.8,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,607,g,NA,NA,female,silver,NA
45,2004_Gudena,Anguilla anguilla,A69-1008-207,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,68.5,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,g,NA,NA,female,silver,NA
46,2004_Gudena,Anguilla anguilla,A69-1008-208,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,80.1,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,997,g,NA,NA,female,silver,NA
47,2004_Gudena,Anguilla anguilla,A69-1008-209,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,80.6,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,878,g,NA,NA,female,silver,NA
48,2004_Gudena,Anguilla anguilla,A69-1008-210,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,64.7,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,g,NA,NA,female,silver,NA
49,2004_Gudena,Anguilla anguilla,A69-1008-211,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,70,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,646,g,NA,NA,female,silver,NA
50,2004_Gudena,Anguilla anguilla,A69-1008-212,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,74.6,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,762,g,NA,NA,female,silver,NA
51,2004_Gudena,Anguilla anguilla,A69-1008-213,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,72.7,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,g,NA,NA,female,silver,NA
52,2004_Gudena,Anguilla anguilla,A69-1008-214,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,71.6,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,656,g,NA,NA,female,silver,NA
53,2004_Gudena,Anguilla anguilla,A69-1008-215,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,63.1,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,g,NA,NA,female,silver,NA
54,2004_Gudena,Anguilla anguilla,A69-1008-216,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,73.6,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,796,g,NA,NA,female,silver,NA
55,2004_Gudena,Anguilla anguilla,A69-1008-217,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,57.8,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,g,NA,NA,female,silver,NA
56,2004_Gudena,Anguilla anguilla,A69-1008-218,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,61,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,461,g,NA,NA,female,silver,NA
57,2004_Gudena,Anguilla anguilla,A69-1008-219,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,68.5,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,g,NA,NA,female,silver,NA
58,2004_Gudena,Anguilla anguilla,A69-1008-220,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,62,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,g,NA,NA,female,silver,NA
59,2004_Gudena,Anguilla anguilla,A69-1008-221,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,61.4,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,g,NA,NA,female,silver,NA
60,2004_Gudena,Anguilla anguilla,A69-1008-222,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,57.5,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,g,NA,NA,female,silver,NA
61,2004_Gudena,Anguilla anguilla,A69-1008-223,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,58.5,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,g,NA,NA,female,silver,NA
62,2004_Gudena,Anguilla anguilla,A69-1008-224,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,64.3,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,534,g,NA,NA,female,silver,NA
63,2004_Gudena,Anguilla anguilla,A69-1008-225,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,57.2,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,g,NA,NA,female,silver,NA
64,2004_Gudena,Anguilla anguilla,A69-1008-226,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,58.7,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,g,NA,NA,female,silver,NA
65,2004_Gudena,Anguilla anguilla,A69-1008-227,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,64,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,g,NA,NA,female,silver,NA
66,2004_Gudena,Anguilla anguilla,A69-1008-228,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,61,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,g,NA,NA,female,silver,NA
67,2004_Gudena,Anguilla anguilla,A69-1008-229,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,61.1,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,g,NA,NA,female,silver,NA
68,2004_Gudena,Anguilla anguilla,A69-1008-230,8/09/2005 0:00,Vestbirk hydropower station,55.976867,9.700361,Wolf trap,4/10/2005 14:00,Lojstrup Mill fish farm,56.364919,9.900337,total length,58.3,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,g,NA,NA,female,silver,NA
69,2011_Loire,Anguilla anguilla,R04K-1,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,950,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1885,g,NA,NA,female,NA,NA
70,2011_Loire,Anguilla anguilla,R04K-16,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,976,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925,g,NA,NA,female,NA,NA
71,2011_Loire,Anguilla anguilla,R04K-17,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,1000,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,g,NA,NA,female,NA,NA
72,2011_Loire,Anguilla anguilla,R04K-18,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,1002,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,g,NA,NA,female,NA,NA
73,2011_Loire,Anguilla anguilla,R04K-19,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,1020,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,g,NA,NA,female,NA,NA
74,2011_Loire,Anguilla anguilla,R04K-20,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,980,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,2085,g,NA,NA,female,NA,NA
75,2011_Loire,Anguilla anguilla,R04K-21,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,965,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,g,NA,NA,female,NA,NA
76,2011_Loire,Anguilla anguilla,R04K-22,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,1020,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,2190,g,NA,NA,female,NA,NA
77,2011_Loire,Anguilla anguilla,R04K-23,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,1025,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,2185,g,NA,NA,female,NA,NA
78,2011_Loire,Anguilla anguilla,R04K-24,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,963,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1885,g,NA,NA,female,NA,NA
79,2011_Loire,Anguilla anguilla,R04K-25,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,943,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,g,NA,NA,female,NA,NA
80,2011_Loire,Anguilla anguilla,R04K-26,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,990,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,2190,g,NA,NA,female,NA,NA
81,2011_Loire,Anguilla anguilla,R04K-27,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,1080,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,2480,g,NA,NA,female,NA,NA
82,2011_Loire,Anguilla anguilla,R04K-28,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,1045,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,2075,g,NA,NA,female,NA,NA
83,2011_Loire,Anguilla anguilla,R04K-30,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,25/11/2010 0:00,Ancenis,47.3664,-1.173,total length,960,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,g,NA,NA,female,NA,NA
84,2011_Loire,Anguilla anguilla,R04K-2,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,29/11/2010 0:00,La Patache,47.3403,-1.255,total length,932,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,g,NA,NA,female,NA,NA
85,2011_Loire,Anguilla anguilla,R04K-3,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,29/11/2010 0:00,La Patache,47.3403,-1.255,total length,944,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1715,g,NA,NA,female,NA,NA
86,2011_Loire,Anguilla anguilla,R04K-4,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,29/11/2010 0:00,La Patache,47.3403,-1.255,total length,935,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1725,g,NA,NA,female,NA,NA
87,2011_Loire,Anguilla anguilla,R04K-5,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,29/11/2010 0:00,La Patache,47.3403,-1.255,total length,936,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580,g,NA,NA,female,NA,NA
88,2011_Loire,Anguilla anguilla,R04K-6,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,29/11/2010 0:00,La Patache,47.3403,-1.255,total length,1050,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1740,g,NA,NA,female,NA,NA
89,2011_Loire,Anguilla anguilla,R04K-7,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,29/11/2010 0:00,La Patache,47.3403,-1.255,total length,952,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1660,g,NA,NA,female,NA,NA
90,2011_Loire,Anguilla anguilla,R04K-8,21/11/2010 0:00,Loire - Angers/Varades,NA,NA,stow nets,29/11/2010 0:00,La Patache,47.3403,-1.255,total length,962,mm,NA,NA,NA,NA,NA,NA,NA,NA,NA,1785,g,NA,NA,female,NA,NA
